RON,Liu,BaoHeTing,S-ZORB.TE_5002.DACA,S-ZORB.PT_7107B.DACA,S-ZORB.FT_5201.PV,S-ZORB.SIS_TE_2802,S-ZORB.FC_5001.DACA,XiTing,S-ZORB.TE_3112.DACA,S-ZORB.TE_2608.DACA,S-ZORB.CAL.SPEED.PV,S-ZORB.TC_3102.DACA,S-ZORB.TE_5201.DACA,MiDu,S-ZORB.FT_1003.PV,S-ZORB.FT_9002.DACA,S-ZORB.LC_2601.DACA,FangTing,S-ZORB.PT_1501.PV,S-ZORB.PC_2401B.DACA,S-ZORB.PC_6001.PV,Xiu,S-ZORB.FC_1203.PV,S-ZORB.FC_5103.DACA,S-ZORB.PDC_2702.DACA,S-ZORB.TE_5006.DACA,S-ZORB.PT_7503B.DACA,S-ZORB.TE_1106.DACA.PV,S-ZORB.TXE_3201A.DACA
88.3000000000,162.2857142857,54.8000000000,122.4547200000,2.1784005000,122.4844472500,287.3939975000,1982.7524750000,23.9000000000,81.6945947500,429.1079425000,5.0817035250,222.5930625000,47.3007610000,718.3000000000,44.1018090000,495.4165325000,66.4461812500,21.3000000000,1.6661482250,1.1471967145,-0.1517226700,42.7200000000,10.4210495500,8345.8612000000,31.3183920000,138.6793800000,2.1746263000,149.6199450000,414.1562575000
87.3000000000,167.0000000000,57.0000000000,117.4221400000,0.0131648385,59.2754435000,263.7904425000,1686.8819750000,21.5000000000,77.0362775000,463.1662200000,5.3853084750,203.9226900000,42.4999487500,734.3000000000,50.0062317500,394.0580900000,46.0818877500,21.5000000000,1.5696886000,1.1835041850,-0.1527023800,58.1100000000,8.4590720000,4588.5853500000,31.1738467500,135.5125125000,0.1338961550,147.7883175000,351.3577950000
87.5000000000,167.0000000000,57.0000000000,116.5578825000,0.0134299853,62.0438152500,265.9111850000,1712.4637250000,21.5000000000,77.7528287500,459.5729750000,5.1991778000,200.8295775000,43.5827170000,734.3000000000,49.8412260000,426.4899850000,46.4265140000,21.5000000000,1.5666775250,1.0014960613,-0.1526995050,58.1100000000,8.3069620750,4621.6750750000,30.9802552500,134.4053750000,0.1119691625,147.7855075000,350.0210400000
87.5000000000,167.0000000000,57.0000000000,116.8176075000,0.0152918397,62.4151765000,265.0709775000,1701.9055250000,21.5000000000,78.2583187500,457.0441850000,4.7515990250,201.5064575000,43.3624495000,734.3000000000,52.3356957500,435.5884075000,45.5596327500,21.5000000000,1.5887165500,0.8628778040,-0.1527027875,58.1100000000,8.8776072000,3956.9990500000,30.4834067500,134.2807725000,0.0537580563,147.8454375000,344.0422375000
87.8000000000,307.2857142857,53.6000000000,114.9518350000,0.0160569470,65.1703897500,267.7884625000,1930.2953750000,25.9000000000,82.5491630000,468.3001200000,4.7696947750,229.9691100000,38.8986085000,721.8000000000,51.8493365000,470.4924350000,52.1338250000,20.5000000000,1.6228986000,0.9682533792,-0.1383947788,58.1100000000,8.5575859750,6753.1153750000,30.7460162500,132.2454250000,0.0341264035,147.4148950000,326.3212525000
90.6000000000,307.2857142857,53.6000000000,128.2851325000,0.0144955503,136.1036850000,280.1968850000,1352.5848500000,25.9000000000,93.8839905000,457.1406000000,4.7272310250,230.0956925000,39.7793065000,721.8000000000,52.8474852500,406.8210200000,55.7690125000,20.5000000000,1.6000549000,0.8854475795,-0.1526990075,58.1100000000,12.1348642500,8769.3757750000,30.8402152500,134.3814450000,0.0367079187,162.1491925000,329.7929225000
90.2000000000,307.2857142857,53.6000000000,127.5827475000,0.0156479493,136.3855075000,279.7481725000,1284.3082750000,25.9000000000,93.2051985000,447.2193675000,4.4465262000,231.0818125000,39.1670825000,721.8000000000,53.3995247500,425.8699725000,55.9265115000,20.5000000000,1.6178142250,0.8825166850,-0.1527117850,58.1100000000,11.8218642500,7338.6197250000,31.5603840000,133.7814100000,0.0330042408,160.9029250000,316.0152775000
90.4000000000,244.0000000000,55.1000000000,130.6207175000,0.0121034055,142.1502350000,294.1750800000,1343.4736750000,24.2000000000,106.4585725000,438.6571475000,4.6620749500,229.9975600000,39.3467450000,719.0000000000,52.2297650000,432.1487075000,58.2691637500,20.7000000000,1.5512131750,0.7793911840,-0.1516835725,58.1100000000,12.6395712500,12086.1320000000,33.2567760000,134.5170500000,0.0407057670,166.2788700000,337.4533400000
90.3000000000,244.0000000000,55.1000000000,130.0245600000,0.0140509565,140.1838750000,289.4635275000,1303.2507750000,24.2000000000,98.6834920000,445.3612650000,4.5560091250,229.5991400000,46.5989282500,719.0000000000,51.8729882500,422.1344500000,55.8311347500,20.7000000000,1.5833657250,0.8090931030,-0.1527061575,58.1100000000,12.1865240000,10287.9635000000,33.3117327500,134.8119100000,0.0347091792,164.6679500000,320.4910875000
89.3000000000,244.0000000000,55.1000000000,129.3505600000,0.0170730060,143.5085825000,286.5079375000,1298.9891250000,24.2000000000,100.3882672500,435.6940500000,4.4855298250,228.4351150000,47.0823127500,719.0000000000,52.4496562500,433.8887525000,54.7757955000,20.7000000000,1.6430548500,0.7770514183,-0.1527115800,58.1100000000,12.4065805000,8096.5113750000,32.7015315000,134.2811975000,0.0364026275,163.6829500000,311.1613250000
89.9000000000,253.0000000000,54.9000000000,130.2180150000,0.0151026307,144.2564400000,293.1021000000,1373.6752750000,26.7000000000,96.1912015000,459.4515225000,4.5047775000,229.3425575000,50.7948770000,721.2000000000,53.4647465000,427.5000300000,52.9714820000,18.4000000000,1.6185297750,0.7667942403,-0.1526995775,55.9200000000,12.3279745000,9864.1078000000,31.8686177500,135.1084550000,0.0320701572,164.9277850000,326.9819925000
89.4000000000,253.0000000000,54.9000000000,128.8627975000,0.0149479505,143.1660575000,274.4482550000,1322.7965500000,26.7000000000,91.3735562500,459.8267100000,4.4541308250,230.1516275000,45.7652705000,721.2000000000,52.4932787500,440.6219275000,55.5605747500,18.4000000000,1.6147525500,0.7836335825,-0.1527092075,55.9200000000,11.8228345000,7820.1697750000,32.2296765000,134.8444600000,0.0349135895,162.5017675000,326.2690625000
90.0000000000,253.0000000000,54.9000000000,129.7516200000,0.0156963570,143.4780325000,283.7812825000,1321.2802750000,26.7000000000,100.5530445000,442.6821275000,4.4894721000,228.9515100000,48.1260290000,721.2000000000,53.1107162500,482.4109875000,55.4271580000,18.4000000000,1.6284560000,0.8631628282,-0.1526921925,55.9200000000,12.1798855000,8665.3474000000,33.4750472500,134.7960825000,0.0327927928,163.7308725000,324.1581125000
89.9000000000,288.8571428571,58.3000000000,130.7461125000,0.0137716235,142.5515450000,291.3255450000,1289.4374750000,22.0000000000,101.7225225000,443.2034500000,4.5084765000,230.5301225000,48.1159675000,721.1000000000,52.5571025000,430.9511050000,57.5695892500,19.7000000000,1.5710639750,0.8410016293,-0.1523995250,52.6300000000,12.3662852500,10942.5225000000,32.9852897500,134.4902000000,0.0391673943,164.9887250000,336.5726625000
89.7000000000,288.8571428571,58.3000000000,130.1170175000,0.0168843717,144.6453150000,296.2057350000,1379.1237250000,22.0000000000,111.5151750000,459.3322925000,4.5661368000,229.9805325000,43.0888720000,721.1000000000,53.7556135000,417.3444450000,57.4171067500,19.7000000000,1.6184272500,0.8296298658,-0.1526977700,52.6300000000,12.1200992500,10643.5030000000,32.0758507500,134.3406950000,0.0330743478,164.5748300000,334.6402075000
89.7000000000,288.8571428571,58.3000000000,130.2041250000,0.0165772035,142.4112250000,289.3116700000,1327.9083500000,22.0000000000,110.9689025000,439.8158875000,4.3915002250,229.9646975000,45.1221137500,721.1000000000,52.8984180000,416.8935550000,58.8282580000,19.7000000000,1.6130086500,0.7615279782,-0.1527030000,52.6300000000,11.9853657500,9966.0301500000,32.2850570000,134.8640075000,0.0325301600,164.2077150000,328.3081125000
89.7000000000,288.8571428571,58.3000000000,130.0218625000,0.0168309435,146.1584225000,287.1482000000,1485.6064500000,22.0000000000,97.3530927500,443.0079550000,4.5899252500,229.7372600000,45.0972250000,721.1000000000,52.3907055000,420.6481225000,55.4725330000,19.7000000000,1.6253349250,0.7766239975,-0.1527071600,52.6300000000,12.0708130000,12225.9547500000,31.6800200000,134.0983475000,0.0323413227,164.7196050000,334.5785750000
89.7000000000,310.7142857143,50.5000000000,131.3761700000,0.0164130618,147.0154075000,290.1579550000,1520.8349500000,27.2000000000,99.2380140000,445.4347600000,4.6862754750,229.6035525000,45.8584345000,724.8000000000,53.4109145000,445.2871550000,57.6444617500,22.3000000000,1.6208354750,0.7763651038,-0.1527039150,61.3300000000,12.0596932500,12219.8867500000,34.6988357500,135.7153925000,0.0315712235,165.5572100000,333.9809050000
89.6000000000,310.7142857143,50.5000000000,129.9008725000,0.0173139510,148.4695925000,282.1001175000,1589.3763500000,27.2000000000,92.6139172500,441.2704825000,4.6519183250,229.8339500000,52.1352325000,724.8000000000,52.6498332500,442.2592100000,54.6466355000,22.3000000000,1.6411475750,0.8316411088,-0.1523693250,61.3300000000,12.3265175000,12410.6685000000,30.5870185000,134.3180625000,0.0295320503,163.6755375000,319.0383650000
89.2000000000,310.7142857143,50.5000000000,129.9625775000,0.0162995355,138.4271775000,284.0636350000,1552.1202500000,27.2000000000,88.7225197500,451.4431600000,4.5270998250,230.9619350000,37.0801790000,724.8000000000,51.1871197500,427.9981275000,53.9885670000,22.3000000000,1.5991227250,0.7714324343,-0.1175569840,61.3300000000,12.5815712500,13238.2295000000,29.3287647500,134.2406925000,0.0295528155,163.7952175000,331.6354200000
89.4000000000,310.7142857143,50.5000000000,129.3619275000,0.0184051212,143.3936575000,280.1671275000,1575.3459250000,27.2000000000,102.7401307500,426.9546525000,4.7023067250,228.9427975000,44.6885332500,724.8000000000,52.6818135000,448.4817475000,56.5809897500,22.3000000000,1.6557524000,0.7864519855,-0.1525490975,61.3300000000,12.4608542500,10229.3816750000,30.9573940000,135.1709600000,0.0270395348,161.9948925000,311.9551825000
89.4000000000,355.0000000000,50.9000000000,127.3763025000,0.0180462250,137.0051950000,272.1993175000,1582.8377000000,27.6000000000,100.7650095000,444.6061950000,4.3573217250,229.6126025000,47.9396625000,726.4000000000,51.1692012500,407.7674650000,55.4429230000,21.5000000000,1.6244194250,0.8575498790,-0.1517954925,70.0300000000,12.1884350000,10794.1820000000,28.6749710000,133.7486825000,0.0286343322,158.7862400000,310.8638275000
90.0000000000,355.0000000000,50.9000000000,113.5424400000,0.0198735895,59.9899077500,266.7452725000,1621.5011500000,27.6000000000,108.2752075000,435.3875300000,4.3867009000,227.5114950000,49.9127140000,726.4000000000,50.8508532500,480.1794675000,58.5279835000,21.5000000000,1.6546421500,0.7844803240,-0.1527016900,70.0300000000,8.5219052000,5709.2544500000,31.1785742500,127.3904950000,0.0301259520,143.6720425000,302.4877375000
91.1000000000,355.0000000000,50.9000000000,125.7640400000,0.0200949433,134.1457575000,280.1208300000,1354.3832500000,27.6000000000,99.0559127500,414.0171850000,4.3281994750,230.0755525000,52.8853885000,726.4000000000,51.0179742500,403.9190925000,60.1816230000,21.5000000000,1.6648224500,0.6909172928,-0.1527014525,70.0300000000,12.4003020000,6187.7468250000,31.1477452500,132.8837375000,0.0277368897,156.1859600000,310.1527500000
90.9000000000,355.0000000000,50.9000000000,129.1001050000,0.0179371550,134.9579475000,280.6745950000,1204.7652750000,27.6000000000,114.6003750000,433.9145125000,4.2664888500,230.1344550000,45.0398360000,726.4000000000,50.7702657500,384.2060400000,57.5205320000,21.5000000000,1.6320021500,0.7660115190,-0.1527043075,70.0300000000,12.0987882500,7256.6405250000,28.7113857500,134.3989500000,0.0298117490,160.2866975000,317.9908500000
90.9000000000,226.0000000000,53.0000000000,129.6058500000,0.0181269025,130.8272900000,288.2730675000,1119.8920000000,26.1000000000,121.9180250000,436.0230650000,4.2803051250,229.6098150000,33.0207165000,722.0000000000,49.2926032500,365.8822850000,58.7777262500,20.9000000000,1.6496371000,0.8644142025,-0.1527017225,61.8250000000,11.8809325000,4353.4742250000,28.5519007500,135.8079650000,0.0295450292,160.3034825000,306.1793075000
91.0000000000,226.0000000000,53.0000000000,127.9520075000,0.0185614912,130.6534450000,274.9664150000,971.7953250000,26.1000000000,103.2990025000,442.7516150000,4.1361579750,229.9015000000,39.7914347500,722.0000000000,49.0848497500,376.2351275000,61.2721190000,20.9000000000,1.6624640750,0.8034606312,-0.1527062250,61.8250000000,11.6162670000,3312.9415250000,28.6157840000,132.8294125000,0.0303047615,158.7187350000,304.0063075000
91.0000000000,226.0000000000,53.0000000000,128.2542825000,0.0185809640,138.3883350000,281.1660475000,1021.1389475000,26.1000000000,86.7869757500,449.5671725000,4.4270346000,230.6030525000,36.6983607500,722.0000000000,54.8104895000,424.4953725000,57.7182410000,20.9000000000,1.6655124250,0.8519975635,-0.1527014550,61.8250000000,11.5288855000,4746.2748250000,26.6507620000,132.8186400000,0.0283690773,159.7977525000,306.0360150000
90.8000000000,213.1428571429,50.8000000000,128.2549050000,0.0193956102,135.9204625000,286.1133925000,1025.6603100000,26.9000000000,81.2437172500,437.2519475000,4.3293489250,218.7151025000,37.4025512500,730.9000000000,54.7427937500,449.0390425000,51.8694605000,22.3000000000,1.6592065750,0.8501032625,-0.1527122675,53.6200000000,11.7219962500,4598.5146250000,27.9755195000,132.7958350000,0.0330253890,158.6213200000,320.1957675000
90.8000000000,213.1428571429,50.8000000000,129.2315850000,0.0183138527,139.2460275000,270.3769900000,945.3008425000,26.9000000000,93.7143362500,435.1399150000,4.6281126500,230.3988350000,43.9536132500,730.9000000000,53.4811270000,445.9098825000,54.5996380000,22.3000000000,1.6170759750,1.5263640958,-0.1527042425,53.6200000000,12.1145085000,6086.4272750000,28.2251195000,132.5838400000,0.0326162080,160.4245625000,349.2261675000
90.7000000000,213.1428571429,50.8000000000,129.5316625000,0.0200527697,138.8413625000,276.6162900000,946.3718650000,26.9000000000,104.3715775000,432.7371950000,4.4606662500,228.6315350000,45.1508042500,730.9000000000,54.2459937500,419.5257850000,54.1006550000,22.3000000000,1.6089495750,1.2321429855,-0.1527028150,53.6200000000,11.7275172500,6890.7892000000,29.3335597500,132.7538525000,0.0345170190,160.7613950000,342.1605750000
90.7000000000,213.1428571429,50.8000000000,129.5323800000,3.2391297000,138.4518325000,277.0550950000,942.1701550000,26.9000000000,112.0690350000,420.6977875000,4.3736420750,229.6333375000,35.9458775000,730.9000000000,53.4162442500,422.1752350000,58.2501810000,22.3000000000,1.6059417000,1.4743490425,-0.1526903000,53.6200000000,12.1065050000,6521.3169750000,29.6611572500,132.6898500000,0.0346160645,160.1608350000,351.4854900000
90.4000000000,261.8571428571,53.9000000000,129.5147900000,3.2201460500,138.6369825000,291.7033000000,950.9443625000,22.3000000000,84.6098822500,451.0159675000,4.2044693500,230.1811525000,37.7445160000,721.9000000000,54.2979152500,407.8954950000,50.8524195000,23.8000000000,1.6060829750,0.8528408892,-0.1526995150,55.2600000000,12.4929140000,6602.1516250000,27.9013010000,132.4297175000,0.0334571917,160.3571325000,339.1666875000
91.0000000000,261.8571428571,53.9000000000,127.7242450000,3.2076263750,138.6320100000,268.3416000000,925.3322150000,22.3000000000,97.2234867500,448.5500750000,4.3010648000,229.3833825000,37.1623425000,721.9000000000,54.4195210000,463.5151725000,55.1477942500,23.8000000000,1.6596317750,0.0843299040,-0.1240615350,55.2600000000,11.4869680000,3489.8669750000,32.5925992500,130.9315400000,0.0285327710,156.3857850000,347.7505025000
90.6000000000,261.8571428571,53.9000000000,128.6980825000,3.2329265000,139.4495650000,267.8479850000,907.0461200000,22.3000000000,104.7521600000,420.3691825000,4.1255864250,229.7925700000,41.9671337500,721.9000000000,53.7226722500,430.1208600000,59.9688927500,23.8000000000,1.6473087000,0.7635426388,-0.1527035075,55.2600000000,11.4922890000,5337.6269250000,32.0662572500,131.9571000000,0.0273266690,158.9438325000,319.7950750000
90.5000000000,261.8571428571,53.9000000000,128.3817000000,3.2308921000,138.9322725000,262.9677975000,954.0422550000,22.3000000000,108.7118425000,427.6244075000,4.0888745000,230.1055675000,42.4382800000,721.9000000000,53.9678400000,425.5546075000,60.2308105000,23.8000000000,1.6359659250,0.7357256492,-0.1527097550,55.2600000000,11.2958820000,5507.5557500000,30.7475720000,132.1735725000,0.0343994297,158.6826475000,317.6747600000
90.1000000000,194.1428571429,55.8000000000,128.3303100000,3.2235392750,137.6812000000,273.1249975000,965.5433325000,24.0000000000,83.6845390000,447.3120450000,4.0240904000,230.0993275000,38.9242460000,729.5000000000,54.3716647500,429.4275125000,52.6244052500,20.2000000000,1.6390447250,0.7030305452,-0.1527086775,56.9000000000,11.2733582500,5364.3941250000,30.5107537500,132.3956300000,0.0364419497,158.5849025000,338.1454075000
90.4000000000,194.1428571429,55.8000000000,129.3046425000,3.2188140500,141.8249950000,280.9042875000,967.9999550000,24.0000000000,83.5042800000,440.2755675000,4.1356492000,229.9831675000,38.2732625000,729.5000000000,56.5076562500,454.5637775000,53.0427187500,20.2000000000,1.6232750750,0.7438130103,-0.1527010525,56.9000000000,11.9415725000,6155.1091250000,28.1574195000,132.4771150000,0.0367850827,159.7737050000,338.6668150000
90.4000000000,194.1428571429,55.8000000000,129.2976425000,3.2229554500,136.8073450000,288.7706350000,986.6080650000,24.0000000000,84.4819980000,447.3187800000,4.0017732500,230.2843350000,36.3292555000,729.5000000000,55.5301585000,416.9080600000,51.4242632500,20.2000000000,1.6166208000,0.6788692747,-0.1526862900,56.9000000000,11.5827110000,5880.6935750000,27.1111615000,133.4035375000,0.0343282138,159.7001275000,338.1999300000
90.5000000000,194.1428571429,55.8000000000,130.0688575000,3.2177645000,136.5656750000,286.2011575000,968.9954750000,24.0000000000,84.8305810000,451.1340825000,3.9600142750,230.0613625000,47.8054745000,729.5000000000,56.0341582500,405.3162525000,51.2829362500,20.2000000000,1.5899464750,0.7259777030,-0.1526971825,56.9000000000,11.7614915000,6951.3326500000,26.6143180000,133.5747650000,0.0356217335,160.7555350000,354.4135150000
90.5000000000,181.0000000000,59.0000000000,129.5617050000,3.2184089000,135.0190250000,284.3063175000,988.9293075000,19.7000000000,86.6918150000,451.9062425000,3.9105376000,228.6435200000,46.7666280000,722.0000000000,54.5726507500,389.6016300000,51.1826170000,21.3000000000,1.6164228000,0.6872476300,-0.1526969225,56.6900000000,11.5630927500,6169.4426000000,26.7991747500,133.6671200000,0.0349799610,159.6025575000,349.8978625000
90.4000000000,181.0000000000,59.0000000000,128.9497625000,3.2211850750,134.9690650000,273.3890400000,956.5367325000,19.7000000000,84.6019895000,437.3720525000,3.8784087750,230.5537200000,44.5794477500,722.0000000000,52.9423145000,406.0424725000,52.3330817500,21.3000000000,1.6215739500,0.7447832927,-0.1527020225,56.6900000000,11.6337622500,4914.1802250000,26.2573452500,133.1021550000,0.0314658688,158.3581200000,354.0256775000
90.3000000000,181.0000000000,59.0000000000,129.9207875000,3.2208457000,141.3921550000,282.4496325000,1003.4846800000,19.7000000000,84.0813397500,451.3608325000,4.1921110000,229.8346900000,41.4361157500,722.0000000000,54.7398362500,427.8858550000,51.3388085000,21.3000000000,1.6158786500,0.6681114570,-0.1527067925,56.6900000000,12.0427447500,6236.3251500000,25.6675527500,133.8357725000,0.0296711558,160.1131825000,352.2087125000
89.7000000000,284.1428571429,51.5600000000,128.8241300000,3.2225361000,141.3524600000,272.6938275000,1106.0968500000,29.0500000000,85.1848300000,429.3615525000,4.2806058250,229.4703650000,45.5287567500,721.7000000000,53.3193650000,472.9447975000,51.9124600000,19.3900000000,1.6506084750,0.7482719375,-0.1527111150,51.9300000000,12.0489245000,5843.3387750000,22.0311777500,133.3113700000,0.0301983022,157.6008100000,341.8035025000
90.5000000000,288.1428571429,51.8900000000,128.2127250000,1.4870050250,143.8584775000,268.9852000000,1399.5703000000,26.9600000000,83.5905182500,436.3712975000,5.1167044000,234.2823950000,43.1409287500,726.9000000000,54.9259155000,472.1975225000,56.1680470000,21.1500000000,1.5907540750,0.1472642150,-0.1526672375,50.8300000000,11.1153495000,7345.7322250000,24.1478230000,136.0107800000,0.0509548820,156.2290600000,372.9529075000
90.4000000000,253.4285714286,49.4200000000,128.2098725000,1.3699069000,143.8791650000,269.0921475000,1420.4175000000,26.5000000000,83.6137435000,437.4793000000,5.1796900750,234.0683175000,43.3241527500,723.7000000000,54.9049080000,469.9949800000,55.8898682500,24.0800000000,1.5872128250,0.1470253050,-0.1526693500,50.8300000000,11.1019832500,7424.6948000000,24.2319742500,136.2296350000,0.0522155240,156.1661375000,374.1519475000
90.3000000000,253.4285714286,49.4200000000,128.2070300000,1.2528087250,143.8998500000,269.1990825000,1441.2647500000,26.5000000000,83.6369685000,438.5873000000,5.2426755000,233.8542475000,43.5073772500,723.7000000000,54.8839007500,467.7924475000,55.6116850000,24.0800000000,1.5836716250,0.1467863975,-0.1526714650,50.8300000000,11.0886172500,7503.6574250000,24.3161252500,136.4484900000,0.0534761660,156.1032125000,375.3509900000
90.0000000000,253.4285714286,49.4200000000,128.2027625000,1.0771614000,143.9308850000,269.3595050000,1472.5355750000,26.5000000000,83.6718067500,440.2493000000,5.3371538750,233.5331200000,43.7822127500,723.7000000000,54.8523900000,464.4886375000,55.1944115000,24.0800000000,1.5783597750,0.1464280350,-0.1526746250,50.8300000000,11.0685680000,7622.1013250000,24.4423520000,136.7767725000,0.0553671287,156.0088275000,377.1495475000
90.2000000000,352.2857142857,46.3900000000,128.1999325000,0.9600632375,143.9515775000,269.4664425000,1493.3828250000,31.0500000000,83.6950317500,441.3573000000,5.4001393000,233.3190500000,43.9654380000,729.9000000000,54.8313830000,462.2861025000,54.9162277500,22.5600000000,1.5748185000,0.1461891250,-0.1526767400,48.6500000000,11.0552017500,7701.0639500000,24.5265032500,136.9956275000,0.0566277713,155.9459050000,378.3485850000
90.2000000000,352.2857142857,46.3900000000,128.1970800000,0.8429650525,143.9722600000,269.5733850000,1514.2300250000,31.0500000000,83.7182570000,442.4653000000,5.4631250000,233.1049725000,44.1486622500,729.9000000000,54.8103757500,460.0835600000,54.6380472500,22.5600000000,1.5712772500,0.1459502150,-0.1526788525,48.6500000000,11.0418357500,7780.0265250000,24.6106545000,137.2144825000,0.0578884130,155.8829825000,379.5476200000
90.3000000000,352.2857142857,46.3900000000,128.1928250000,0.6673177725,144.0032925000,269.7338025000,1545.5008750000,31.0500000000,83.7530945000,444.1273075000,5.5576033500,232.7838575000,44.4234987500,729.9000000000,54.7788647500,456.7797575000,54.2207750000,22.5600000000,1.5659654250,0.1455918525,-0.1526820300,48.6500000000,11.0217862500,7898.4704750000,24.7368810000,137.5427650000,0.0597793758,155.7885975000,381.3461800000
90.6000000000,343.4285714286,45.7700000000,128.1899700000,0.5502195950,144.0239850000,269.8407450000,1566.3481250000,33.7600000000,83.7763195000,445.2353100000,5.6205890000,232.5697725000,44.6067227500,722.6000000000,54.7578577500,454.5772125000,53.9425902500,20.4700000000,1.5624241750,0.1453529450,-0.1526841425,48.6500000000,11.0084202500,7977.4330250000,24.8210322500,137.7616175000,0.0610400180,155.7256800000,382.5452150000
90.5000000000,343.4285714286,45.7700000000,128.1871275000,0.4331214200,144.0446700000,269.9476850000,1587.1953500000,33.7600000000,83.7995442500,446.3433125000,5.6835747000,232.3556950000,44.7899475000,722.6000000000,54.7368507500,452.3746700000,53.6644090000,20.4700000000,1.5588829250,0.1451140350,-0.1526862575,48.6500000000,10.9950542500,8056.3956250000,24.9051830000,137.9804700000,0.0623006597,155.6627500000,383.7442500000
90.1000000000,343.4285714286,45.7700000000,128.1828600000,0.2574741475,144.0757000000,270.1080950000,1618.4662500000,33.7600000000,83.8343817500,448.0053175000,5.7780531000,232.0345800000,45.0647832500,722.6000000000,54.7053402500,449.0708575000,53.2471350000,20.4700000000,1.5535711000,0.1447556675,-0.1526894175,48.6500000000,10.9750050000,8174.8395000000,25.0314100000,138.3087550000,0.0641916225,155.5683675000,385.5428025000
90.1000000000,296.7142857143,47.5400000000,128.1800300000,0.1403759725,144.0963925000,270.2150400000,1639.3134750000,30.4000000000,83.8576070000,449.1133275000,5.8410387000,231.8204950000,45.2480080000,733.6000000000,54.6843327500,446.8683250000,52.9689535000,22.0600000000,1.5500298750,0.1445167550,-0.1526915325,47.7950000000,10.9616390000,8253.8021000000,25.1155607500,138.5276100000,0.0654522635,155.5054425000,386.7418450000
89.9000000000,296.7142857143,47.5400000000,128.1771750000,0.0232777900,144.1170775000,270.3219800000,1660.1607250000,30.4000000000,83.8808330000,450.2213225000,5.9040241250,231.6064225000,45.4312312500,733.6000000000,54.6633250000,444.6657700000,52.6907675000,22.0600000000,1.5464887000,0.1442778500,-0.1526936425,47.7950000000,10.9482720000,8332.7645500000,25.1997120000,138.7464625000,0.0667129045,155.4425175000,387.9408750000
90.4000000000,296.7142857143,47.5400000000,128.5023950000,0.0190144475,145.2196550000,273.2356575000,1750.2599500000,30.4000000000,89.4770680000,463.6555275000,6.1565662500,229.9624250000,45.2574045000,733.6000000000,54.9734835000,455.1893500000,54.8156327500,22.0600000000,1.5423993750,1.2525795190,-0.1524339975,47.7950000000,10.9421395750,9217.7537750000,25.3273542500,138.1914625000,0.0688439375,155.4781550000,365.5075050000
91.4000000000,252.1428571429,45.5100000000,128.9655225000,0.0611454577,145.8770700000,281.4827450000,1713.4170500000,32.3100000000,95.2987652500,455.8108350000,6.2045855750,229.8024625000,45.9083312500,725.3000000000,55.2258910000,458.1181175000,55.3481770000,22.1800000000,1.5368203750,1.2073659438,-0.1446706957,46.9400000000,10.9614483250,10325.8002750000,25.9178535000,137.6342175000,0.0712529660,156.4355275000,373.8974275000
90.7000000000,252.1428571429,45.5100000000,128.1755550000,0.0637699623,147.3078500000,272.0673350000,1653.9839500000,32.3100000000,82.6879730000,438.7729225000,6.0674290250,228.8985800000,43.5042990000,725.3000000000,44.5686622500,462.5515050000,56.9121705000,22.1800000000,1.5586221250,2.1110366500,-0.1392500275,46.9400000000,10.8696880000,7875.8013000000,29.8809910000,137.4405275000,0.0662780272,153.7754100000,357.8064975000
90.6000000000,210.5714285714,44.2800000000,128.3741850000,0.0674421760,149.3592525000,274.9511600000,1685.8775750000,33.8300000000,87.1188080000,446.2738550000,6.3026424250,229.8282325000,45.5962715000,730.8000000000,56.6202210000,465.4863550000,55.3548707500,21.8900000000,1.5485686750,1.0981326500,-0.1516192500,47.2150000000,11.4688861250,7663.7938500000,26.4910537500,137.3335900000,0.0654144075,155.2201300000,364.1015775000
90.4000000000,210.5714285714,44.2800000000,128.5154550000,0.0637234480,148.4805600000,263.9537600000,1529.0915000000,33.8300000000,83.3098020000,439.3063150000,6.1711346000,230.1904250000,46.7084215000,730.8000000000,56.3552917500,465.1937025000,56.8246192500,21.8900000000,1.5295481500,1.1813514138,-0.1497749600,47.2150000000,10.5402320500,7522.4554750000,27.4680177500,137.2415575000,0.0858588485,155.4796225000,352.3123900000
90.5000000000,210.5714285714,44.2800000000,130.1259250000,0.0630095320,145.1949275000,280.4479525000,1603.4365500000,33.8300000000,97.7471200000,440.3191300000,6.0751534250,229.4094250000,47.9303815000,730.8000000000,55.3205857500,454.7592575000,58.3439165000,21.8900000000,1.5049006750,1.0992275417,-0.1301893360,47.2150000000,10.5632470500,7381.1172000000,28.8589942500,140.0828425000,0.0817819770,156.7676975000,373.8934875000
90.2000000000,210.5714285714,44.2800000000,128.5880175000,0.0653599818,144.3269175000,277.9510150000,1680.7208250000,33.8300000000,97.4417480000,453.9778900000,5.7023021750,229.9159200000,44.7817535000,730.8000000000,55.6096447500,432.8107725000,56.3616290000,21.8900000000,1.5462206250,1.1098656667,-0.1526470550,47.2150000000,10.7998362000,7169.1095750000,26.7747755000,138.0427950000,0.0609550915,155.3035100000,374.5053275000
