Liu,RON,BaoHeTing,XiTing,FangTing,Xiu,MiDu,JiaoTan,S,JiaoTan_2,S_2,S-ZORB.FT_1003.PV,S-ZORB.FC_1101.PV,S-ZORB.PC_6001.PV,S-ZORB.PT_6002.PV,S-ZORB.PC_1301.PV,S-ZORB.FC_1203.PV,S-ZORB.PT_1501.PV,S-ZORB.FT_5201.PV,S-ZORB.TE_1103.DACA,S-ZORB.FT_9002.DACA,S-ZORB.PC_9002.DACA,S-ZORB.PC_3301.DACA,S-ZORB.TE_1501.DACA,S-ZORB.LT_2901.DACA,S-ZORB.ZT_2533.DACA,S-ZORB.FT_2433.DACA,S-ZORB.TE_2401.DACA,S-ZORB.SIS_TE_2802,S-ZORB.TE_5002.DACA,S-ZORB.TE_5006.DACA,S-ZORB.TE_5003.DACA,S-ZORB.TE_5201.DACA,S-ZORB.TE_5101.DACA,S-ZORB.PDT_2704.DACA,S-ZORB.PDC_2702.DACA,S-ZORB.TE_6001.DACA,S-ZORB.FC_5103.DACA,S-ZORB.PC_2401B.DACA,S-ZORB.FT_3701.DACA,S-ZORB.LC_2601.DACA,S-ZORB.TE_2608.DACA,S-ZORB.TE_2603.DACA,S-ZORB.TE_2003.DACA,S-ZORB.PC_2401B.PIDA.OP,S-ZORB.PC_2401.PIDA.OP,S-ZORB.PC_2401.PIDA.SP,S-ZORB.PDT_3002.DACA,S-ZORB.PT_2901.DACA,S-ZORB.PT_7503B.DACA,S-ZORB.PT_7107B.DACA,S-ZORB.PT_1604.DACA,S-ZORB.TE_1605.DACA,S-ZORB.TE_1604.DACA,S-ZORB.TXE_3201A.DACA,S-ZORB.TE_3112.DACA,S-ZORB.FC_5001.DACA,S-ZORB.TC_3102.DACA,S-ZORB.AT-0001.DACA.PV,S-ZORB.AT-0009.DACA.PV,S-ZORB.AT-0010.DACA.PV,S-ZORB.AT-0013.DACA.PV,S-ZORB.TE_2104.DACA.PV,S-ZORB.PT_2106.DACA.PV,S-ZORB.FT_5102.DACA.PV,S-ZORB.TE_1103.DACA.PV,S-ZORB.TE_1104.DACA.PV,S-ZORB.TE_1102.DACA.PV,S-ZORB.TE_1106.DACA.PV,S-ZORB.TE_1107.DACA.PV,S-ZORB.TE_1101.DACA.PV,S-ZORB.CAL.SPEED.PV,S-ZORB.CAL.LEVEL.PV,S-ZORB.CAL_1.CANGLIANG.PV,S-ZORB.FT_1006.DACA.PV,S-ZORB.FT_5204.DACA.PV,S-ZORB.FT_1503.DACA.PV,S-ZORB.FT_1504.DACA.PV
235.1428571429,89.7000000000,48.3400000000,29.0000000000,22.6600000000,57.3700000000,724.4000000000,4.4400000000,7.0800000000,1.3100000000,4.8500000000,59.7954242500,139.0688525000,-0.1524218250,-0.3059066750,3.1984569500,11.2908344000,1.1773210000,144.1748850000,365.1070325000,418.0887725000,0.3600006400,0.2992213950,22.1148815000,15.0107850000,92.7880832500,5.1304632250,287.4311075000,282.6343075000,128.2040025000,135.7392200000,60.0631232500,40.1456110000,46.0862055000,40.3619192500,30.2869175000,351.6349475000,3423.6444250000,1.1030903583,25.7019255000,53.2015735000,384.9717125000,449.9410775000,418.4112125000,27.7041945000,44.0415317550,1.2006596945,6.9770066000,547.2244075000,0.1024860930,0.0996952435,0.1460114275,409.1655150000,415.4584525000,439.3519675000,88.4416140000,1185.0450750000,230.0317925000,0.5520200225,0.6699476675,0.9730022425,0.3934741900,425.5044275000,5.8031431250,0.0000000000,365.1137625000,363.1456950000,425.5228675000,153.2369825000,120.8943475000,135.7536800000,6.1779749500,84.6408910000,2.3369927250,0.0000000000,118.9022400000,1923.9721700000,2953.3712750000
235.1428571429,89.4000000000,48.3400000000,29.0000000000,22.6600000000,57.3700000000,724.4000000000,6.8900000000,10.1200000000,0.5600000000,4.1100000000,53.3409505000,133.0594975000,-0.1526718325,-0.3496507000,3.1990346750,10.6128890000,1.1060075750,144.1469700000,364.6358175000,446.4542900000,0.3585722975,0.2985370025,21.9208155000,9.8424706250,92.7883970000,5.4719485500,293.7226450000,291.3736150000,127.6466225000,136.5932925000,72.0668200000,41.9031060000,52.4583192500,44.4097942500,28.9034700000,345.8757500000,9916.0931000000,1.1695155583,25.7436670000,53.0473462500,381.7586550000,448.2603300000,418.7408475000,30.6485597500,57.5105321000,1.2584471520,6.3239161000,549.7707850000,0.1060054050,0.1010685475,0.1497366000,409.4240925000,415.0077125000,437.9164375000,90.9378252500,1558.0462750000,231.1795350000,0.5631455650,0.6781435825,1.6093083750,0.3861494275,425.1958075000,5.8043013500,0.0000000000,364.6358175000,364.2593575000,425.1674000000,152.3793725000,120.5367825000,135.2595400000,5.8977571000,83.9242860000,2.3019021250,4691.2236000000,120.6169225000,1757.4935250000,2947.0093500000
251.8571428571,90.0000000000,47.1000000000,31.2000000000,21.7000000000,56.5500000000,725.2000000000,1.5100000000,4.3500000000,0.7700000000,3.1300000000,53.8283022500,134.9567900000,-0.1425241100,-0.2805430825,3.2002460750,10.9861159750,1.0584652500,145.7575350000,362.3190925000,433.0357175000,0.3599320925,0.2998377975,22.2334165000,5.3766068000,92.5586482500,5.0174053500,279.1862650000,285.3289050000,128.8605425000,136.8617350000,73.6294667500,39.0843792500,50.5372860000,29.2986697500,32.4237160000,348.5780475000,9388.0631750000,1.0564951010,25.3096002500,51.9996487500,380.8121525000,443.3360725000,416.6809175000,27.1536332500,40.5142371250,1.1193624825,5.7977006250,546.2900225000,0.1021273550,0.1033482900,0.1532790050,407.8788150000,413.6927500000,439.5695825000,86.3775805000,1470.4292500000,230.0060575000,0.5607536775,0.6672310050,1.0283247525,0.3936596375,422.9779700000,5.8047233250,0.0000000000,362.3202600000,361.9600475000,422.9562125000,153.7092975000,122.2799825000,136.5865100000,5.8466326750,83.8937010000,2.3776492500,4720.0243250000,118.2198775000,1628.6571175000,2890.4830750000
251.8571428571,89.9000000000,47.1000000000,31.2000000000,21.7000000000,56.5500000000,725.2000000000,2.9800000000,7.5800000000,1.1700000000,6.7200000000,57.3459740000,138.0018350000,-0.1104758358,-0.2422444950,3.1997789750,10.8124849250,1.0109228750,149.5362825000,362.9497350000,429.1048425000,0.3599359875,0.3003650650,21.7612180000,2.4540205250,92.9281740000,4.8284828000,300.9645125000,298.1906425000,129.5494225000,136.9958075000,74.2336617500,43.6635670000,54.6320015000,44.1232450000,29.7036872500,353.9666100000,11556.7317500000,1.1713847923,25.6363807500,52.1835490000,391.2257975000,449.4462725000,417.0750400000,26.3406492500,40.7242512500,1.3186607905,5.3784436000,553.0097050000,0.1074031900,0.1027033750,0.1494421875,408.2522900000,414.5168150000,449.5858925000,89.0328980000,1555.4412250000,230.1317950000,0.5511578900,0.6640881675,1.6127941250,0.3924264425,423.1017275000,5.8044535000,0.0000000000,362.9584125000,362.6538450000,423.2833025000,154.4926700000,122.8864200000,137.5563825000,6.0423546000,84.6020980000,2.3160610000,5788.8346000000,132.5734625000,1861.2873200000,2932.5670000000
251.8571428571,90.0000000000,47.1000000000,31.2000000000,21.7000000000,56.5500000000,725.2000000000,1.1200000000,5.5800000000,0.3700000000,3.0000000000,53.9678272500,132.9420850000,-0.1526966550,-0.4170295750,3.1996571250,10.8028374750,0.9396094025,145.0156475000,365.2345950000,423.5069850000,0.3599624125,0.2987358775,21.6863112500,-0.0118275177,91.7924472500,5.2825181250,290.0353400000,281.0096125000,130.0272425000,136.5797325000,74.4068782500,37.7152592500,49.7581047500,40.6993322500,28.9898190000,335.6006400000,10958.4427250000,1.1756661162,25.5123300000,52.8857115000,384.1199950000,452.3912525000,418.5120750000,27.3493487500,43.6625193500,1.2775728257,4.2748539750,548.1939350000,0.1063374025,0.1071498950,0.1456567500,408.5908450000,413.5497050000,435.9691375000,86.0917335000,1442.6639750000,231.6615575000,0.5617548250,0.6744907175,0.5949049950,0.3929733825,425.3827950000,5.8074932000,0.0000000000,365.2345950000,364.6103250000,425.6345325000,154.8837650000,123.8386475000,137.8384775000,5.7852571750,83.2757080000,2.2990820000,6177.3251250000,122.9586150000,1904.6817000000,3104.5648250000
206.4285714286,89.5000000000,45.0900000000,31.0400000000,23.8700000000,55.7300000000,728.1000000000,5.1500000000,7.4700000000,1.3400000000,6.0700000000,64.8801262500,141.9776075000,-0.1425454075,-0.2840169275,3.2007425750,11.0925477000,0.8920670675,153.6125750000,362.5141750000,497.5639400000,0.3600478450,0.2997894625,21.6114612500,52.7429587500,91.7939985000,5.5031580250,289.1646300000,290.1648225000,129.7380150000,136.6977425000,79.9180287500,42.1037785000,50.8344772500,47.2428130000,30.5861455000,357.2554975000,10401.8747750000,1.1159734627,25.3944642500,51.3467562500,376.9880550000,444.1074475000,416.0865225000,33.9647970000,57.6060243000,1.3134936968,3.3629101250,545.2329550000,0.1051314125,0.1098363950,0.1487865950,408.6188900000,414.9339525000,431.3956050000,84.3310260000,1432.6172750000,219.9811225000,0.5578793950,0.6706244875,0.5679064875,0.3942807050,422.8853150000,5.7887137750,0.0000000000,362.5101700000,361.8494050000,423.0880400000,154.4032350000,123.5756775000,137.7160025000,6.2411380000,84.1879457500,2.3527067500,8083.0039250000,110.1695800000,2504.3865250000,2638.0754000000
206.4285714286,89.2000000000,45.0900000000,31.0400000000,23.8700000000,55.7300000000,728.1000000000,1.2900000000,10.1200000000,0.5800000000,5.6400000000,63.0409272500,141.7041725000,-0.1475170140,-0.3009747150,3.2002237250,11.3849238500,0.8445247300,153.1542250000,362.1214525000,466.5320575000,0.3599808900,0.2993172100,21.5423332500,48.4326017500,92.0337230000,5.4627712250,294.8045000000,289.8000575000,130.2750800000,136.9305650000,77.2823692500,41.8530062500,50.8386597500,43.8474185000,31.7087362500,353.5467700000,10499.2635500000,1.1729373750,27.4711017500,52.8609972500,371.7433025000,446.9873100000,414.8109875000,30.3746577500,50.3212900300,1.2866317738,16.3802272500,560.7380625000,0.1053539975,0.1124366575,0.1475531550,406.9429575000,413.3924100000,451.0053425000,87.4278577500,1419.0313000000,229.9398475000,0.5631179475,0.6710322925,1.5226113900,0.3934557400,421.8962225000,5.7699026750,0.0000000000,362.1214525000,361.5665225000,422.1540000000,155.1553550000,124.4341250000,138.4472050000,6.4755835750,84.5084730000,2.3676851750,7911.0308500000,97.3335702500,2095.8150750000,2961.9435000000
206.4285714286,89.9000000000,45.0900000000,31.0400000000,23.8700000000,55.7300000000,728.1000000000,1.1100000000,6.8300000000,0.3700000000,5.8900000000,57.0859412500,136.0752050000,-0.0679508970,-0.1967632650,3.1987285750,11.2389324500,1.0856092250,146.7622925000,361.6846550000,450.9350275000,0.3600010050,0.3050451050,21.6493685000,41.8564065000,68.0866405000,5.1877842000,279.4946300000,295.1167475000,129.8398375000,137.8926725000,73.9414587500,41.8410380000,53.8296257500,34.1525457500,31.6058505000,357.1256000000,11658.4432500000,1.0673727830,27.3940742500,50.4329557500,362.0464875000,431.7153125000,415.8338875000,26.9352320000,39.9460075838,1.2035188690,15.7901377500,561.9865300000,0.1050969100,0.1170080850,0.1480439350,410.1425325000,416.1037975000,451.0889850000,85.3294425000,1683.8785000000,225.4369625000,0.5603039100,0.6699754275,1.1080264375,0.3939006275,421.8070175000,5.7914336500,0.0000000000,361.6821525000,362.4111075000,422.0027725000,154.3401275000,124.1769200000,138.0226875000,6.0927226750,83.4799917500,2.3672611000,8229.7309500000,199.1152750000,1887.7428750000,2658.5983250000
217.8571428571,89.9000000000,50.8800000000,27.6400000000,21.4800000000,56.2800000000,726.3000000000,6.9500000000,7.5200000000,1.8600000000,4.5300000000,56.8117812500,127.6547800000,-0.1526943800,-0.4208194275,3.1995406750,11.2424953750,1.7977873500,130.6701425000,365.0976400000,395.9375625000,0.3560359250,0.3001669225,22.1053830000,38.6048302500,92.9488170000,5.2016275500,302.8233100000,284.6604050000,128.3657525000,138.4824875000,73.5828125000,39.0553352500,53.6381020000,38.9015810000,31.7812152500,329.0431975000,3955.2263000000,1.3826998560,28.1126172500,51.2306532500,361.7626025000,439.4019950000,418.4206775000,29.3523662500,51.7710579500,1.4395783255,13.2549000000,568.2997500000,0.1059864850,0.1214203975,0.1456255975,409.9309425000,414.5691450000,452.5729900000,87.8172440000,1212.9335500000,229.7602925000,0.5538928650,0.6781341600,1.1780021725,0.3934925100,425.0423500000,5.7768930500,0.0000000000,365.0971375000,363.6712650000,424.8939950000,153.4333050000,123.1203850000,136.8127300000,5.7985821500,82.2896677500,2.4234206750,0.0000000000,185.8552150000,1999.7324750000,2876.7804000000
217.8571428571,89.6000000000,50.8800000000,27.6400000000,21.4800000000,56.2800000000,726.3000000000,1.2700000000,5.8600000000,0.5000000000,4.4800000000,65.7509532500,138.9764475000,-0.1426679697,-0.2853904450,3.1996538000,10.9405561250,1.6925186750,141.5551475000,358.4001225000,461.1529575000,0.3599863625,0.3009175400,21.7190900000,35.6168690000,61.4821722500,5.1687769250,300.7207275000,295.3807950000,130.3114050000,138.2385650000,74.1326160000,42.4934892500,57.1408152500,44.1547550000,29.5685072500,354.5327175000,4753.5794500000,1.2394593565,28.0285682500,49.2482242500,380.1469175000,443.9683700000,414.3143475000,30.5463167500,49.8997249200,1.3311416525,12.8955777500,585.5910125000,0.1119181475,0.1348390425,0.1482616500,408.0164125000,414.5939525000,500.4650250000,90.6947672500,1089.9730500000,229.6534700000,0.5662143900,0.6864600700,1.4077572375,0.3932051375,419.6435850000,5.7827899750,0.0000000000,358.4001225000,360.2724050000,419.7298075000,154.9778250000,125.2531450000,138.8267025000,6.2348184750,83.9777460000,2.3435364000,0.0000000000,182.6900175000,2115.4994700000,2695.0646000000
217.8571428571,89.4000000000,50.8800000000,27.6400000000,21.4800000000,56.2800000000,726.3000000000,4.0600000000,7.7900000000,1.0800000000,5.3500000000,60.0389822500,131.8268100000,-0.1455848375,-0.3004651300,3.1950876000,11.6348792500,1.7934150750,130.2490175000,363.2699925000,443.0868150000,0.3599814075,0.2916970500,21.3851075000,32.1106780000,94.5385750000,4.1863735500,279.3588800000,290.8020125000,130.2140900000,138.4324700000,72.6783500000,44.0975075000,57.0308240000,46.6820342500,29.5898672500,348.6963075000,4682.7133500000,0.4328243050,27.1177050000,49.3363767500,374.4359475000,434.3354175000,417.9153150000,20.0000000000,70.4050877500,0.3002356200,10.3852647500,571.0764875000,0.1165223125,0.4141915625,0.1465240775,412.4916175000,419.6433500000,446.7819200000,89.6879857500,1156.1780750000,229.7053700000,0.5222934050,0.6579497600,1.4988552500,0.3895187500,423.2623575000,5.8020578750,0.0000000000,363.2699925000,363.6584875000,423.1067650000,155.3680850000,125.5134675000,138.9931350000,6.1084052500,83.2159505000,2.3633307000,713.2530375000,193.0923050000,1293.4965750000,2896.8012000000
252.7142857143,89.0000000000,49.6100000000,25.3700000000,25.0200000000,53.0000000000,733.5000000000,3.9900000000,7.6800000000,1.1700000000,5.5800000000,60.0861550000,130.6380700000,-0.1333108850,-0.2839184800,3.1875945250,11.1319347500,1.7926915000,120.1172575000,362.1131975000,445.7438500000,0.3600827400,0.2979979700,21.6044045000,36.4953195000,94.4137340000,4.5070803250,282.2086575000,292.7373100000,128.2018650000,138.0227900000,72.8064080000,44.0233410000,55.7784515000,43.0294727500,29.4825077500,347.0447525000,5726.5116500000,0.7606285175,27.3625077500,56.3188807500,389.4709200000,434.8623350000,418.0890100000,20.0000000000,76.3359620000,0.6329075200,9.3255573250,570.3709625000,0.1159433675,0.9055739250,0.1458714800,412.0988450000,419.2853000000,446.5106200000,88.7192270000,1342.3600000000,228.8617175000,0.5219315025,0.6601202375,1.3302892500,0.3855397050,422.8695800000,5.8045542250,0.0000000000,362.1131975000,362.8923350000,422.7052475000,152.5859325000,122.7177450000,136.3588750000,5.9799806500,82.7521912500,2.3609450000,2017.4180250000,191.8932525000,1747.1428250000,2871.8490000000
199.0000000000,89.3000000000,60.0600000000,14.9300000000,25.0200000000,53.0000000000,726.5000000000,3.6100000000,4.8000000000,1.2500000000,3.3700000000,60.1333277500,129.4493375000,-0.1210369275,-0.2673718250,3.1801014750,10.6289902500,1.7919678500,109.9855000000,360.9563975000,448.4008900000,0.3601840725,0.3042989075,21.8237020000,40.8799620000,94.2888927500,4.8277870750,285.0584325000,294.6726025000,126.1896350000,137.6131075000,72.9344662500,43.9491742500,54.5260787500,39.3769125000,29.3751487500,345.3931950000,6770.3098750000,1.0884327500,27.6073100000,63.3013845000,404.5059000000,435.3892175000,418.2627250000,20.0000000000,82.2668355000,0.9655794125,8.2658499000,569.6654375000,0.1153644400,1.3969562750,0.1452188800,411.7060775000,418.9272450000,446.2393150000,87.7504680000,1528.5419500000,228.0180675000,0.5215695925,0.6622907075,1.1617231750,0.3815606600,422.4768050000,5.8070505750,0.0000000000,360.9563975000,362.1262000000,422.3037350000,149.8037625000,119.9220175000,133.7246125000,5.8515561000,82.2884335000,2.3585593000,3321.5832000000,190.6942000000,2200.7891000000,2846.8966000000
252.7142857143,89.3000000000,49.6100000000,25.3700000000,25.0200000000,53.0000000000,733.5000000000,6.1000000000,8.5500000000,2.0600000000,5.5500000000,60.2040872500,127.6662425000,-0.1026259925,-0.2425518525,3.1688618250,9.8745736000,1.7908824500,94.7878670000,359.2212050000,452.3864550000,0.3603360725,0.3137503000,22.1526475000,47.4569250000,94.1016317500,5.3088472750,289.3331000000,297.5755500000,123.1713050000,136.9985900000,73.1265532500,43.8379250000,52.6475202500,33.8980707500,29.2141105000,342.9158575000,8336.0072750000,1.5801390000,27.9745100000,73.7751450000,427.0583650000,436.1795500000,418.5232650000,20.0000000000,91.1631480000,1.4645872750,6.6762890000,568.6071500000,0.1144960375,2.1340298000,0.1442399800,411.1169225000,418.3901750000,445.8323625000,86.2973292500,1807.8149500000,226.7525925000,0.5210267300,0.6655464225,0.9088741575,0.3755920975,421.8876375000,5.8107951000,0.0000000000,359.2212050000,360.9769950000,421.7014600000,145.6305275000,115.7284375000,129.7732275000,5.6589189750,81.5927987500,2.3549807000,5277.8309250000,188.8956150000,2881.2583750000,2809.4680000000
85.8571428571,89.3000000000,49.6300000000,29.3800000000,20.9900000000,50.8100000000,727.0000000000,1.3000000000,5.6100000000,0.4900000000,4.6300000000,60.2512600000,126.4775150000,-0.0903520367,-0.2260051975,3.1613687250,9.3716290750,1.7901587750,84.6561097500,358.0644050000,455.0434875000,0.3604374125,0.3200512325,22.3719440000,51.8415660000,93.9767910000,5.6295540750,292.1828825000,299.5108425000,121.1590900000,136.5889125000,73.2546107500,43.7637587500,51.3951480000,30.2455100000,29.1067510000,341.2643025000,9379.8055750000,1.9079432750,28.2193102500,80.7576440000,442.0933350000,436.7064500000,418.6969775000,20.0000000000,97.0940227500,1.7972592000,5.6165815750,567.9016225000,0.1139171025,2.6254121500,0.1435873800,410.7241525000,418.0321225000,445.5610625000,85.3285702500,1993.9969000000,225.9089400000,0.5206648275,0.6677169025,0.7403081250,0.3716130525,421.4948525000,5.8132914250,0.0000000000,358.0644050000,360.2108450000,421.2999425000,142.8483650000,112.9327150000,127.1389625000,5.5304939500,81.1290422500,2.3525948500,6581.9960250000,187.6965575000,3334.9047250000,2784.5152250000
85.8571428571,88.7000000000,49.6300000000,29.3800000000,20.9900000000,50.8100000000,727.0000000000,2.5500000000,10.1000000000,1.1100000000,7.3300000000,60.2984340000,125.2887800000,-0.0780780818,-0.2094585425,3.1538757500,8.8686846000,1.7894352000,74.5243522500,356.9076100000,457.7005300000,0.3605387425,0.3263521600,22.5912420000,56.2262085000,93.8519500000,5.9502608750,295.0326525000,301.4461325000,119.1468650000,136.1792350000,73.3826695000,43.6895925000,50.1427750000,26.5929490000,28.9993917500,339.6127475000,10423.6040000000,2.2357474500,28.4641132500,87.7401520000,457.1283175000,437.2333475000,418.8706750000,20.0000000000,103.0248975000,2.1299310500,4.5568743000,567.1960900000,0.1133381625,3.1167945500,0.1429347800,410.3313800000,417.6740675000,445.2897575000,84.3598115000,2180.1788750000,225.0652875000,0.5203029200,0.6698873750,0.5717420800,0.3676340075,421.1020700000,5.8157877500,0.0000000000,356.9076100000,359.4447000000,420.8984300000,140.0662150000,110.1369925000,124.5047025000,5.4020693500,80.6652860000,2.3502092250,7886.1611000000,186.4975025000,3788.5510000000,2759.5630000000
85.8571428571,89.0000000000,49.6300000000,29.3800000000,20.9900000000,50.8100000000,727.0000000000,8.9200000000,12.2800000000,3.6600000000,8.0000000000,63.1828792500,125.4265350000,-0.1501529800,-0.3048190400,3.1280784750,7.3282741250,1.7102450500,74.0262567500,359.1755675000,474.6008525000,0.3599914525,0.3199942975,22.2018347500,45.4889800000,93.7620400000,5.1527048875,306.5570750000,293.8721150000,118.9129200000,137.5954075000,73.1011922500,45.3263852500,53.0694757500,40.1056797500,27.8793582500,343.5559125000,10748.1752250000,1.1871475633,26.7032642500,88.5326892500,462.2565025000,434.4648100000,420.5152225000,28.4591250000,59.3505374750,1.2861289707,4.0802991750,546.5529150000,0.1162628550,3.1417613000,0.1376777475,413.7544075000,420.9894900000,451.3183625000,86.1940060000,2283.8285250000,229.5754375000,0.5604384000,0.6825196750,0.6111389750,0.3922686950,425.3693925000,5.7703200000,0.0000000000,359.1755675000,363.7680525000,425.2278850000,140.7664950000,109.6377425000,124.3988750000,5.5676013000,81.7855875000,2.3356769000,7871.7242750000,164.7320375000,2043.2149225000,2459.4058500000
118.2857142857,89.0000000000,50.7800000000,26.4000000000,22.8200000000,49.7200000000,726.5000000000,7.7700000000,10.6800000000,2.0300000000,7.3600000000,64.1224732500,125.2368225000,-0.1409977550,-0.2843433275,3.1316956500,7.7178942750,1.7787115000,77.8944925000,358.7988650000,487.3825075000,0.3599026950,0.2807244875,21.9097407500,38.5929560000,93.8317282500,5.2535585750,296.3586025000,292.6419350000,118.8627700000,135.5860150000,78.2822307500,50.2212970000,49.3575212500,40.9905730000,27.0700777500,336.6532025000,9425.8189250000,1.0109976042,26.1349310000,88.1192645000,467.1144600000,428.7714925000,418.3568575000,28.0837605000,56.9999173000,1.1687806588,3.9853412000,543.9580450000,0.0595276282,3.1453402500,0.1309630425,411.1627600000,418.1152825000,443.9403600000,85.3280890000,1974.0453250000,230.0950675000,0.5594834175,0.6708097025,1.1646699700,0.3917125825,423.6978500000,5.7695661750,0.0000000000,358.7988650000,362.8572675000,423.6942850000,141.1138650000,109.8431825000,124.5546600000,5.5395271250,82.0698885000,2.2129378250,8582.4746750000,142.7035525000,1595.2735825000,2777.7681250000
118.2857142857,89.1000000000,50.7800000000,26.4000000000,22.8200000000,49.7200000000,726.5000000000,6.7800000000,8.2100000000,2.8200000000,5.6300000000,64.3976450000,125.3461775000,-0.1283761372,-0.2625507025,3.1286817000,8.1657427000,1.8668421500,75.9595670000,363.1070700000,477.2200475000,0.3599965575,0.2799962225,21.6320142500,35.4641912500,93.7930560000,5.2583477500,295.4029325000,296.0179950000,119.3571100000,136.8750000000,77.3706187500,48.4173265000,52.1612007500,44.0724927500,26.0612165000,342.7793300000,10908.1807250000,1.0922396925,26.4820062500,88.3402297500,474.0410600000,438.9241925000,421.8348150000,26.9797365000,53.0358901000,1.1434948403,3.9945449750,544.6374125000,0.0595569343,3.1421735750,0.1302092000,414.5241275000,421.5778900000,448.7162125000,89.6506367500,2211.5358750000,230.1434725000,0.5493591800,0.6736839625,0.9341548975,0.3919161750,427.2429400000,5.7790387750,0.0000000000,363.1070700000,366.0324800000,427.7145475000,141.2015925000,109.7288800000,124.6108425000,5.4259106000,81.9698627500,2.2523221500,8563.2798500000,142.4742250000,1517.4957075000,2764.8247000000
118.2857142857,88.6000000000,50.7800000000,26.4000000000,22.8200000000,49.7200000000,726.5000000000,1.7100000000,4.9300000000,0.3000000000,7.5300000000,60.1120227500,125.2557300000,-0.1201062300,-0.2541494500,3.1285119500,7.8180866500,1.9297835500,10.6176982100,356.2849400000,517.8330125000,0.3599536175,0.2800747925,21.6070830000,18.9796997500,93.6876625000,5.0841762250,288.1841125000,306.1210300000,116.2984625000,130.1674825000,75.1205902500,43.2296995000,38.6999440000,42.2326105000,24.6320317500,326.1384725000,7306.1868500000,1.0441748157,26.0866917500,88.5253737500,477.1570175000,431.1120100000,413.4888300000,28.7062852500,47.4517708250,1.1597587760,4.1793448000,568.2153725000,0.0576498185,3.1411837000,0.1349192975,405.2366000000,411.5973350000,430.0635350000,102.3936100000,1657.1750250000,229.3919200000,0.5577868800,0.6727940450,1.6390232625,0.3908873275,419.1240900000,5.7948805250,0.0000000000,356.2849400000,359.1966200000,419.6665575000,137.4171075000,106.1702025000,121.3672900000,5.1596416500,81.5752197500,2.2328510500,8011.3918000000,143.9418200000,1874.5140750000,2762.9502000000
210.8571428571,89.7000000000,46.3000000000,33.0100000000,20.6900000000,56.2800000000,723.9000000000,6.3900000000,6.9300000000,0.3800000000,6.7900000000,63.2946837500,137.9897950000,-0.0626550715,-0.1941135500,3.1303285000,11.1314025000,1.6633779750,148.7608200000,359.1939850000,507.0994000000,0.3599704975,0.3056396525,21.6243440000,1.8715055750,68.2655928500,4.8659769750,271.7275800000,310.1694025000,131.1017650000,138.9343950000,78.7695242500,45.9642562500,49.3335360000,31.9562327500,32.2708060000,347.8217975000,9565.3460250000,0.8826224273,25.7470102500,90.1249035000,436.7107175000,454.8517025000,414.4310575000,25.7402862500,45.1943749000,0.9668740345,3.6809573250,527.7620700000,0.0555267985,3.1425580000,0.1365426275,407.7874750000,414.6172575000,356.4660650000,98.8847255000,1460.8538500000,228.2683425000,0.5511112325,0.6868307450,0.5928466250,0.3917958825,419.4749475000,5.7878874250,198.9441450000,359.1920375000,361.0102575000,419.8496850000,155.0019150000,125.0337575000,138.6162225000,5.8766341250,81.8060307500,2.6527784750,7325.4716750000,141.5866650000,1704.6583600000,2693.7166250000
210.8571428571,90.0000000000,46.3000000000,33.0100000000,20.6900000000,56.2800000000,723.9000000000,1.6100000000,4.5900000000,0.2500000000,3.1100000000,63.2779925000,136.2314150000,-0.1526898500,-0.3869736525,3.1307203500,10.7712431500,1.6521176000,147.4852050000,361.7939225000,466.2210625000,0.3600174300,0.3010909125,21.6978685000,58.7577817500,93.2530227500,5.2222725250,302.1953425000,306.4689950000,130.3126350000,138.4100075000,77.9704732500,44.9465137500,55.8281115000,40.7107647500,26.9776902500,331.9776000000,11805.3325000000,1.2317147900,26.7063077500,88.8723022500,469.7427500000,451.0563850000,416.4161325000,26.0355250000,51.4017321500,1.3463577608,3.6519165750,540.6438275000,0.0572870013,3.1436392500,0.1266524850,407.7852125000,414.1838200000,368.7974975000,105.2526800000,1662.0743000000,229.6700975000,0.5535682225,0.6677133275,1.2451642900,0.3920645750,423.1376575000,5.7979119500,261.9165225000,361.7940900000,363.2336475000,423.1529100000,154.2398550000,124.2934125000,138.1567250000,5.6888012250,81.5878000000,2.3945721500,8015.3173250000,142.9365575000,2357.9860225000,2480.8050500000
210.8571428571,90.0000000000,46.3000000000,33.0100000000,20.6900000000,56.2800000000,723.9000000000,4.9000000000,8.2700000000,2.1700000000,6.8200000000,61.2554825000,136.9176025000,-0.1499905875,-0.3189329475,3.1278061500,11.6775590000,1.8470754000,149.3731575000,366.7843850000,486.1377525000,0.3601335525,0.2964704625,21.5312027500,39.3784352500,92.7453927500,4.7906027650,269.2641450000,302.6678925000,131.2446175000,136.6143150000,77.5387362500,44.6515902500,49.9440612500,34.3844050000,25.9647905000,359.3721200000,11294.4861750000,1.1876841425,24.7807867500,88.9935320000,464.6229425000,458.0182225000,420.0443050000,28.8718932500,35.0396776750,1.2754962453,3.3505757500,543.0864300000,0.0584459015,3.1406182250,0.1324800550,412.7050850000,419.5142250000,373.1788350000,114.9575850000,1413.5987500000,230.2927950000,0.5536703425,0.6702908750,0.5764362350,0.4008264600,426.2920675000,5.8043615000,103.1046072500,366.7799350000,366.7347350000,426.8341275000,155.6659375000,125.0696775000,139.1627250000,5.5585557500,81.9527922500,2.5796821750,8980.5308250000,142.5019800000,1629.3719375000,2855.2009250000
