S-ZORB.CAL_1.CANGLIANG.PV,S-ZORB.PC_3301.DACA,S-ZORB.SIS_TE_2802,S-ZORB.PC_9002.DACA,S-ZORB.PT_2106.DACA.PV,S-ZORB.TE_1604.DACA,S-ZORB.PDC_2702.DACA,XiTing,S-ZORB.TE_1107.DACA.PV,S-ZORB.FC_5001.DACA,S-ZORB.PC_2401B.PIDA.OP,S-ZORB.TE_6001.DACA,Liu,S-ZORB.PT_2901.DACA,S-ZORB.LC_2601.DACA,S-ZORB.PT_7503B.DACA,Xiu,S-ZORB.TE_5006.DACA,S-ZORB.TE_2608.DACA,S-ZORB.TE_2104.DACA.PV,S-ZORB.TE_3112.DACA,S-ZORB.FT_1503.DACA.PV,S-ZORB.TE_1102.DACA.PV,S-ZORB.FT_1003.PV,S-ZORB.TE_2603.DACA,S-ZORB.PC_2401.PIDA.OP,S-ZORB.TE_5003.DACA,BaoHeTing,S-ZORB.PDT_2704.DACA,S-ZORB.AT-0010.DACA.PV
2.3538736250,0.3526541925,287.3939975000,0.3798247875,4.7062258250,416.1319475000,31.3183920000,23.9000000000,110.7469225000,1982.7524750000,43.1691010000,340.0376925000,162.2857142857,532.2987600000,66.4461812500,2.1746263000,42.7200000000,138.6793800000,429.1079425000,424.7141175000,81.6945947500,565.6438537500,424.6215525000,44.1018090000,446.5590525000,41.0082201500,65.7080017500,54.8000000000,30.3298177500,0.5356211875
2.1763038250,0.3507031675,263.7904425000,0.3793938550,5.7810790250,415.3171425000,31.1738467500,21.5000000000,98.1309017500,1686.8819750000,33.9972707500,338.5781800000,167.0000000000,539.1797800000,46.0818877500,0.1338961550,58.1100000000,135.5125125000,463.1662200000,425.7321400000,77.0362775000,61.5610907500,425.7395250000,50.0062317500,410.2501425000,54.1805935750,65.0997120000,57.0000000000,50.6047080000,0.5937736100
2.1807394500,0.3467722100,265.9111850000,0.3775948875,5.8012573500,415.3473575000,30.9802552500,21.5000000000,96.4282212500,1712.4637250000,32.2558087500,348.5271150000,167.0000000000,535.0178475000,46.4265140000,0.1119691625,58.1100000000,134.4053750000,459.5729750000,425.4713675000,77.7528287500,186.4768602750,425.4592100000,49.8412260000,408.8089900000,41.3980597850,61.7336752500,57.0000000000,39.8949702500,0.6018352800
2.1809046500,0.3494535700,265.0709775000,0.3680082775,5.7922589000,414.2017800000,30.4834067500,21.5000000000,97.0484272500,1701.9055250000,33.6171107500,343.8754200000,167.0000000000,538.2726275000,45.5596327500,0.0537580563,58.1100000000,134.2807725000,457.0441850000,425.6008800000,78.2583187500,979.5649400000,425.6780200000,52.3356957500,407.9461950000,39.5425844250,61.8861990000,57.0000000000,44.9726247500,0.6081166625
2.2793678250,0.3515849500,267.7884625000,0.3795591975,5.7786484000,413.7482525000,30.7460162500,25.9000000000,95.1991700000,1930.2953750000,33.4034697500,345.7320750000,307.2857142857,538.2005550000,52.1338250000,0.0341264035,58.1100000000,132.2454250000,468.3001200000,428.0832425000,82.5491630000,2507.8355750000,428.3894125000,51.8493365000,437.7202675000,47.0192343250,70.2238845000,53.6000000000,38.6140430000,0.6118067675
2.3124641000,0.3497496650,280.1968850000,0.3800544650,5.7779204500,414.7109325000,30.8402152500,25.9000000000,113.8077900000,1352.5848500000,32.0406400000,331.4303075000,307.2857142857,535.0063400000,55.7690125000,0.0367079187,58.1100000000,134.3814450000,457.1406000000,429.3563125000,93.8839905000,1836.2217875000,429.6092775000,52.8474852500,452.5492825000,42.8363854250,66.5580045000,53.6000000000,35.4773455000,0.6030357525
2.2931434000,0.3420902625,279.7481725000,0.3708307175,5.7625711250,414.9716750000,31.5603840000,25.9000000000,112.8982750000,1284.3082750000,33.5197077500,328.4537600000,307.2857142857,537.4955225000,55.9265115000,0.0330042408,58.1100000000,133.7814100000,447.2193675000,429.7749700000,93.2051985000,1870.5500775000,429.9805350000,53.3995247500,459.5869000000,31.5817661950,68.9084810000,53.6000000000,34.3544975000,0.6029987375
2.3770771500,0.3421131700,294.1750800000,0.3799553825,5.8019265000,414.6353900000,33.2567760000,24.2000000000,117.1586625000,1343.4736750000,34.0425795000,345.4408500000,244.0000000000,534.3168725000,58.2691637500,0.0407057670,58.1100000000,134.5170500000,438.6571475000,427.0511625000,106.4585725000,1565.8835100000,427.1476500000,52.2297650000,463.5238900000,38.0078355198,66.9184015000,55.1000000000,35.5311782500,0.5956836825
2.3498240250,0.3502856400,289.4635275000,0.3800180875,5.7985230750,414.3995575000,33.3117327500,24.2000000000,116.2463650000,1303.2507750000,34.4065770000,337.5065750000,244.0000000000,528.4448750000,55.8311347500,0.0347091792,58.1100000000,134.8119100000,445.3612650000,427.6388925000,98.6834920000,1719.9525475000,427.6790575000,51.8729882500,452.5451375000,39.9797623750,68.7600765000,55.1000000000,38.8000767500,0.6015524275
2.3649764750,0.3498331475,286.5079375000,0.3800678125,5.7923267250,414.9483175000,32.7015315000,24.2000000000,114.6797425000,1298.9891250000,35.2962660000,329.4307600000,244.0000000000,523.5284800000,54.7757955000,0.0364026275,58.1100000000,134.2811975000,435.6940500000,431.9145375000,100.3882672500,2182.8887500000,432.0900475000,52.4496562500,450.6023350000,35.3213837950,69.8071502500,55.1000000000,36.6318817500,0.6190383100
2.2937452500,0.3532117050,293.1021000000,0.3800889600,5.7902465500,414.7786750000,31.8686177500,26.7000000000,115.7327625000,1373.6752750000,33.4603655000,337.9507525000,253.0000000000,528.8261925000,52.9714820000,0.0320701572,55.9200000000,135.1084550000,459.4515225000,429.9655650000,96.1912015000,1841.1063050000,430.0722700000,53.4647465000,449.7933025000,34.9337456750,69.3267365000,54.9000000000,38.7454782500,0.6025907350
2.3100394750,0.3497870475,274.4482550000,0.3798863875,5.7885791750,413.6286675000,32.2296765000,26.7000000000,114.3640425000,1322.7965500000,33.4053335000,332.2034650000,253.0000000000,534.0206750000,55.5605747500,0.0349135895,55.9200000000,134.8444600000,459.8267100000,430.5111425000,91.3735562500,2512.7801000000,430.5943350000,52.4932787500,465.1918525000,40.3316872750,70.0625350000,54.9000000000,38.3879552500,0.6129563775
2.3654619000,0.3503803475,283.7812825000,0.3799691150,5.7760860250,414.5069150000,33.4750472500,26.7000000000,115.3842525000,1321.2802750000,32.9308182500,336.1727650000,253.0000000000,538.9602425000,55.4271580000,0.0327927928,55.9200000000,134.7960825000,442.6821275000,429.9830375000,100.5530445000,2201.8627750000,430.0792775000,53.1107162500,459.8598425000,40.9379435000,69.6324887500,54.9000000000,39.5913317500,0.6152926500
2.3967929000,0.3499705250,291.3255450000,0.3801384100,5.7772287750,414.3125225000,32.9852897500,22.0000000000,116.7544725000,1289.4374750000,32.3507430000,341.7922225000,288.8571428571,536.4250850000,57.5695892500,0.0391673943,52.6300000000,134.4902000000,443.2034500000,429.6167400000,101.7225225000,1921.2761150000,429.8092625000,52.5571025000,462.9258750000,36.7133880500,68.7102300000,58.3000000000,41.6979975000,0.5929207250
2.3401772000,0.3494781625,296.2057350000,0.3802243925,5.7574678750,415.1815800000,32.0758507500,22.0000000000,116.2989300000,1379.1237250000,36.3746220000,337.7767100000,288.8571428571,542.2982075000,57.4171067500,0.0330743478,52.6300000000,134.3406950000,459.3322925000,430.7076475000,111.5151750000,2307.2377000000,430.7791375000,53.7556135000,468.8975825000,38.6201278000,68.0319565000,58.3000000000,43.7934057500,0.6106292350
2.4145592000,0.3497920650,289.3116700000,0.3789490300,5.7966155500,415.9469600000,32.2850570000,22.0000000000,116.8683275000,1327.9083500000,34.3485655000,334.5918925000,288.8571428571,528.6652025000,58.8282580000,0.0325301600,52.6300000000,134.8640075000,439.8158875000,430.4187150000,110.9689025000,1957.8448925000,430.1472575000,52.8984180000,461.0608650000,36.0344158500,69.5411207500,58.3000000000,39.6502912500,0.6171840000
2.3333229000,0.3493911400,287.1482000000,0.3798260875,5.7952096250,414.7003600000,31.6800200000,22.0000000000,117.1593225000,1485.6064500000,32.5595812500,338.7271600000,288.8571428571,538.2642800000,55.4725330000,0.0323413227,52.6300000000,134.0983475000,443.0079550000,428.7012250000,97.3530927500,1938.7468725000,428.7090625000,52.3907055000,459.1332575000,36.0991531250,67.8513765000,58.3000000000,34.1883267500,0.6377389575
2.4487258000,0.3564814575,290.1579550000,0.3799470425,5.7944195750,416.3785150000,34.6988357500,27.2000000000,118.3120325000,1520.8349500000,35.0597257500,349.2406900000,310.7142857143,539.6709500000,57.6444617500,0.0315712235,61.3300000000,135.7153925000,445.4347600000,428.7171825000,99.2380140000,2011.9384400000,428.8907975000,53.4109145000,457.6383275000,37.8436401750,68.3376115000,50.5000000000,39.3416647500,0.6110188100
2.3383263000,0.3552493050,282.1001175000,0.3743616800,5.7903161250,414.7812275000,30.5870185000,27.2000000000,116.9712050000,1589.3763500000,33.1726252500,346.7369225000,310.7142857143,528.5977800000,54.6466355000,0.0295320503,61.3300000000,134.3180625000,441.2704825000,427.0541000000,92.6139172500,1737.3482025000,426.9864450000,52.6498332500,442.3866475000,35.5426532500,67.1700040000,50.5000000000,40.7277487500,0.6325468525
2.2660358250,0.3417435125,284.0636350000,0.3750044250,5.7928553250,414.4754425000,29.3287647500,27.2000000000,118.0300750000,1552.1202500000,33.1992680000,351.5945150000,310.7142857143,524.6244125000,53.9885670000,0.0295528155,61.3300000000,134.2406925000,451.4431600000,425.9117925000,88.7225197500,1559.5737550000,425.8613725000,51.1871197500,452.1848500000,38.0584081000,68.5183762500,50.5000000000,39.4150945000,0.5998928600
2.3692607000,0.3577314200,280.1671275000,0.3750901350,5.7802972000,415.9030125000,30.9573940000,27.2000000000,116.3558625000,1575.3459250000,33.8778465000,352.7213975000,310.7142857143,529.5675125000,56.5809897500,0.0270395348,61.3300000000,135.1709600000,426.9546525000,429.2538500000,102.7401307500,1902.8475625000,429.2321375000,52.6818135000,448.7709850000,37.9741933750,67.6840390000,50.5000000000,39.5488902500,0.6219680800
2.3186086750,0.3496303750,272.1993175000,0.3749152775,5.7680535750,414.9125500000,28.6749710000,27.6000000000,115.0779725000,1582.8377000000,30.0844345000,336.7259825000,355.0000000000,527.9503200000,55.4429230000,0.0286343322,70.0300000000,133.7486825000,444.6061950000,426.5896875000,100.7650095000,1841.2399975000,426.5624875000,51.1692012500,462.7048550000,34.3586767500,69.7447117500,50.9000000000,43.1924037500,0.6333905775
2.4488039250,0.3488477600,266.7452725000,0.3750126025,5.7589563750,417.2772775000,31.1785742500,27.6000000000,96.6223120000,1621.5011500000,34.9441870000,341.4033600000,355.0000000000,529.6759975000,58.5279835000,0.0301259520,70.0300000000,127.3904950000,435.3875300000,429.4053100000,108.2752075000,1845.5007275000,429.4694925000,50.8508532500,467.4206475000,42.9666797000,71.6927175000,50.9000000000,38.2812917500,0.6103233600
2.4648966000,0.3572814650,280.1208300000,0.3749979400,5.7878579750,414.4135225000,31.1477452500,27.6000000000,113.9841675000,1354.3832500000,40.1360902500,322.0955725000,355.0000000000,537.0006075000,60.1816230000,0.0277368897,70.0300000000,132.8837375000,414.0171850000,428.2691100000,99.0559127500,1590.6125500000,428.5826725000,51.0179742500,449.5819225000,41.0931379900,65.6164030000,50.9000000000,38.3287295000,0.6178640150
2.3759937750,0.3463557075,280.6745950000,0.3749702800,5.7925539250,414.5094725000,28.7113857500,27.6000000000,117.0407825000,1204.7652750000,34.9379485000,323.8204850000,355.0000000000,530.7199075000,57.5205320000,0.0298117490,70.0300000000,134.3989500000,433.9145125000,429.9220800000,114.6003750000,2226.1949650000,430.1881375000,50.7702657500,473.2926975000,36.6897577000,63.3028317500,50.9000000000,29.4902995000,0.6211801050
2.3629047250,0.3510135375,288.2730675000,0.3750558175,5.7888203500,415.5275400000,28.5519007500,26.1000000000,117.0696000000,1119.8920000000,35.2570210000,327.8098125000,226.0000000000,527.5961725000,58.7777262500,0.0295450292,61.8250000000,135.8079650000,436.0230650000,431.1934325000,121.9180250000,2141.5509700000,431.3770100000,49.2926032500,462.4530775000,54.8222960250,54.1097180000,53.0000000000,44.3702297500,0.6403255425
2.3910106750,0.3611955950,274.9664150000,0.3749464450,5.7905109250,414.4402750000,28.6157840000,26.1000000000,116.6809450000,971.7953250000,35.1564170000,322.5707875000,226.0000000000,531.2924475000,61.2721190000,0.0303047615,61.8250000000,132.8294125000,442.7516150000,429.2594250000,103.2990025000,1856.0054100000,429.2351275000,49.0848497500,459.9812500000,40.8229515250,51.8852472500,53.0000000000,32.4213522500,0.6472140175
2.2608322750,0.3513215075,281.1660475000,0.3750513625,5.7910589000,414.5628050000,26.6507620000,26.1000000000,116.5135250000,1021.1389475000,35.5131190000,332.0135225000,226.0000000000,526.5825850000,57.7182410000,0.0283690773,61.8250000000,132.8186400000,449.5671725000,428.4230125000,86.7869757500,1945.4287250000,428.5495725000,54.8104895000,457.2597625000,36.7063912500,67.5361317500,53.0000000000,36.2229967500,0.6366818100
2.2684934750,0.3564023300,286.1133925000,0.3750777925,5.7779594500,415.6706475000,27.9755195000,26.9000000000,116.7513425000,1025.6603100000,32.5095867500,328.3570600000,213.1428571429,532.0681625000,51.8694605000,0.0330253890,53.6200000000,132.7958350000,437.2519475000,427.8534150000,81.2437172500,1944.7036475000,427.8850475000,54.7427937500,451.3980775000,31.1038339500,68.3361275000,50.8000000000,35.6632137500,0.6154966200
2.2686409250,0.3499842575,270.3769900000,0.3750057175,5.7765535000,415.5460575000,28.2251195000,26.9000000000,117.8145725000,945.3008425000,52.8889457500,328.1571700000,213.1428571429,543.4636925000,54.5996380000,0.0326162080,53.6200000000,132.5838400000,435.1399150000,428.9932325000,93.7143362500,2346.2938250000,428.9918700000,53.4811270000,465.3795575000,34.8358597500,72.3943017500,50.8000000000,44.4797087500,0.6133549950
2.3461778000,0.3585478075,276.6162900000,0.3750524800,5.7675685750,415.4263700000,29.3335597500,26.9000000000,118.7825700000,946.3718650000,42.6795010000,331.4872875000,213.1428571429,538.6545975000,54.1006550000,0.0345170190,53.6200000000,132.7538525000,432.7371950000,428.8398275000,104.3715775000,1995.0405750000,428.8983025000,54.2459937500,452.5932400000,27.4023212000,69.5872577500,50.8000000000,43.1491932500,0.6059192125
2.4021595500,0.3504615125,277.0550950000,0.3750097175,5.7648185250,414.9442975000,29.6611572500,26.9000000000,118.6552775000,942.1701550000,50.1311132500,331.0695425000,213.1428571429,538.8383025000,58.2501810000,0.0346160645,53.6200000000,132.6898500000,420.6977875000,428.0078750000,112.0690350000,2260.6367750000,428.0749025000,53.4162442500,472.8756775000,35.6873682250,68.6194027500,50.8000000000,32.4970412500,0.6137676050
2.2747546500,0.3509392425,291.7033000000,0.3750113875,5.7971915000,415.3107275000,27.9013010000,22.3000000000,118.8864150000,950.9443625000,33.1778427500,333.5804975000,261.8571428571,536.0810400000,50.8524195000,0.0334571917,55.2600000000,132.4297175000,451.0159675000,428.8685300000,84.6098822500,2100.6785025000,428.9924825000,54.2979152500,445.1064775000,36.6127942625,70.1348920000,53.9000000000,34.1408887500,0.6177590250
2.3953822500,0.3504454500,268.3416000000,0.3747384125,5.7986178750,413.1144700000,32.5925992500,22.3000000000,116.1123175000,925.3322150000,20.0000000000,335.7044225000,261.8571428571,538.0090325000,55.1477942500,0.0285327710,55.2600000000,130.9315400000,448.5500750000,424.2981175000,97.2234867500,1595.8175250000,424.4774275000,54.4195210000,453.0106825000,38.7529002500,69.2173115000,53.9000000000,53.9177535000,0.5979048175
2.4111370500,0.3502194100,267.8479850000,0.3749170325,5.7679988000,415.1024825000,32.0662572500,22.3000000000,118.7677375000,907.0461200000,27.5741557500,333.5734050000,261.8571428571,533.5635050000,59.9688927500,0.0273266690,55.2600000000,131.9571000000,420.3691825000,429.8766400000,104.7521600000,2735.9866750000,430.0914025000,53.7226722500,465.0594050000,38.1131751325,72.0142665000,53.9000000000,31.7086127500,0.6452115025
2.3599127500,0.3498944750,262.9677975000,0.3749316050,5.7736352500,415.0687175000,30.7475720000,22.3000000000,118.6288025000,954.0422550000,27.8905400000,329.6545650000,261.8571428571,536.4493775000,60.2308105000,0.0343994297,55.2600000000,132.1735725000,427.6244075000,430.1287575000,108.7118425000,2819.1362250000,430.3218125000,53.9678400000,476.6714575000,30.0314101250,68.8861372500,53.9000000000,32.4326192500,0.6402047300
2.2967948000,0.3501887975,273.1249975000,0.3800252400,5.7730630750,415.5335375000,30.5107537500,24.0000000000,118.8538575000,965.5433325000,26.7411092500,332.1925850000,194.1428571429,543.1097075000,52.6244052500,0.0364419497,56.9000000000,132.3956300000,447.3120450000,428.5763650000,83.6845390000,2492.6245750000,428.7407025000,54.3716647500,462.5092375000,29.2212393900,70.7215825000,55.8000000000,33.4260470000,0.6018030150
2.3715226250,0.3492329900,280.9042875000,0.3800066900,5.7637478500,415.9522425000,28.1574195000,24.0000000000,119.8998925000,967.9999550000,30.6008040000,344.4280775000,194.1428571429,539.1197500000,53.0427187500,0.0367850827,56.9000000000,132.4771150000,440.2755675000,427.2147450000,83.5042800000,2010.8370250000,427.2974675000,56.5076562500,453.4583825000,42.2180259500,69.3189472500,55.8000000000,42.9273662500,0.6176476950
2.3477267250,0.3492080375,288.7706350000,0.3799442450,5.7623299250,416.4574875000,27.1111615000,24.0000000000,119.8043150000,986.6080650000,27.2883415000,338.1057950000,194.1428571429,533.5564425000,51.4242632500,0.0343282138,56.9000000000,133.4035375000,447.3187800000,428.3458250000,84.4819980000,1790.2612750000,428.4095625000,55.5301585000,453.0265000000,37.5821860000,71.8223775000,55.8000000000,37.4832862500,0.6333440450
2.3120629250,0.3497647875,286.2011575000,0.3800540800,5.7716061000,415.9023500000,26.6143180000,24.0000000000,121.0781525000,968.9954750000,31.1406665000,330.9789925000,194.1428571429,538.0266825000,51.2829362500,0.0356217335,56.9000000000,133.5747650000,451.1340825000,428.0504775000,84.8305810000,1895.4853250000,428.3220475000,56.0341582500,450.6146850000,34.8755177950,71.7688037500,55.8000000000,33.4379055000,0.6007271800
2.2999361500,0.3514983950,284.3063175000,0.3800026950,5.7759730500,415.7437750000,26.7991747500,19.7000000000,120.2159950000,988.9293075000,31.3046250000,325.4124525000,181.0000000000,540.4163525000,51.1826170000,0.0349799610,56.6900000000,133.6671200000,451.9062425000,428.9942450000,86.6918150000,1915.7202900000,428.8558650000,54.5726507500,447.6839750000,34.0292030750,67.7025262500,59.0000000000,46.3240622500,0.6312579000
2.3211666250,0.3502849875,273.3890400000,0.3799815375,5.7827556750,416.2425200000,26.2573452500,19.7000000000,119.6640650000,956.5367325000,29.8007487500,328.5058800000,181.0000000000,542.0448525000,52.3330817500,0.0314658688,56.6900000000,133.1021550000,437.3720525000,429.0803325000,84.6019895000,1711.7808425000,428.9935325000,52.9423145000,447.4310350000,36.0905004500,73.3620487500,59.0000000000,36.4034042500,0.6372382300
2.2777490250,0.3504244150,282.4496325000,0.3799902625,5.7849561500,415.8051325000,25.6675527500,19.7000000000,120.9029075000,1003.4846800000,28.6001477500,340.7422550000,181.0000000000,538.0981000000,51.3388085000,0.0296711558,56.6900000000,133.8357725000,451.3608325000,425.8943725000,84.0813397500,1563.6450025000,425.9154975000,54.7398362500,443.4648025000,31.7043894000,71.7597357500,59.0000000000,41.4411917500,0.6318237900
2.2696968000,0.3497800925,272.6938275000,0.3799941650,5.7835512250,417.5798975000,22.0311777500,29.0500000000,119.3045150000,1106.0968500000,27.3945687500,342.1627150000,284.1428571429,534.5732750000,51.9124600000,0.0301983022,51.9300000000,133.3113700000,429.3615525000,426.9837475000,85.1848300000,1906.9828250000,427.0712700000,53.3193650000,439.1083225000,32.0356131225,75.1909450000,51.5600000000,43.3333027500,0.6105920275
2.2767330250,0.3498620025,268.9852000000,0.3750599300,5.8011059500,415.0581975000,24.1478230000,26.9600000000,119.9199500000,1399.5703000000,20.0000000000,347.8499625000,288.1428571429,515.6763625000,56.1680470000,0.0509548820,50.8300000000,136.0107800000,436.3712975000,424.9375800000,83.5905182500,1709.9494750000,425.3521475000,54.9259155000,453.3731000000,45.1788637500,75.7430532500,51.8900000000,42.2961862500,0.6067203000
2.2699788250,0.3498116275,269.0921475000,0.3747008250,5.8013739500,415.0562250000,24.2319742500,26.5000000000,119.9516175000,1420.4175000000,20.0000000000,347.7244850000,253.4285714286,516.8386300000,55.8898682500,0.0522155240,50.8300000000,136.2296350000,437.4793000000,425.0369525000,83.6137435000,1689.3864000000,425.4554375000,54.9049080000,452.3688500000,45.2823680000,75.7641677500,49.4200000000,42.4892637500,0.6050150575
2.2632245250,0.3497612650,269.1990825000,0.3743417225,5.8016420000,415.0543000000,24.3161252500,26.5000000000,119.9832825000,1441.2647500000,20.0000000000,347.5990075000,253.4285714286,518.0009050000,55.6116850000,0.0534761660,50.8300000000,136.4484900000,438.5873000000,425.1363250000,83.6369685000,1668.8233500000,425.5587225000,54.8839007500,451.3646025000,45.3858715000,75.7852812500,49.4200000000,42.6823450000,0.6033098075
2.2530931000,0.3496857075,269.3595050000,0.3738030700,5.8020440000,415.0513750000,24.4423520000,26.5000000000,120.0307825000,1472.5355750000,20.0000000000,347.4107900000,253.4285714286,519.7443200000,55.1944115000,0.0553671287,50.8300000000,136.7767725000,440.2493000000,425.2853975000,83.6718067500,1637.9787500000,425.7136550000,54.8523900000,449.8582300000,45.5411275000,75.8169520000,49.4200000000,42.9719640000,0.6007519325
2.2463388750,0.3496353275,269.4664425000,0.3734439625,5.8023120500,415.0494050000,24.5265032500,31.0500000000,120.0624500000,1493.3828250000,20.0000000000,347.2853075000,352.2857142857,520.9065950000,54.9162277500,0.0566277713,48.6500000000,136.9956275000,441.3573000000,425.3847825000,83.6950317500,1617.4156500000,425.8169425000,54.8313830000,448.8539825000,45.6446315000,75.8380660000,46.3900000000,43.1650425000,0.5990466800
2.2395847000,0.3495849525,269.5733850000,0.3730848625,5.8025800000,415.0474850000,24.6106545000,31.0500000000,120.0941150000,1514.2300250000,20.0000000000,347.1598275000,352.2857142857,522.0688675000,54.6380472500,0.0578884130,48.6500000000,137.2144825000,442.4653000000,425.4841500000,83.7182570000,1596.8526000000,425.9202325000,54.8103757500,447.8497350000,45.7481360000,75.8591805000,46.3900000000,43.3581230000,0.5973414350
2.2294531750,0.3495093950,269.7338025000,0.3725462075,5.8029820250,415.0445550000,24.7368810000,31.0500000000,120.1416175000,1545.5008750000,20.0000000000,346.9716125000,352.2857142857,523.8122800000,54.2207750000,0.0597793758,48.6500000000,137.5427650000,444.1273075000,425.6332125000,83.7530945000,1566.0080250000,426.0751625000,54.7788647500,446.3433650000,45.9033917500,75.8908510000,46.3900000000,43.6477415000,0.5947835625
2.2226989750,0.3494590350,269.8407450000,0.3721871025,5.8032500000,415.0426000000,24.8210322500,33.7600000000,120.1732825000,1566.3481250000,20.0000000000,346.8461325000,343.4285714286,524.9745550000,53.9425902500,0.0610400180,48.6500000000,137.7616175000,445.2353100000,425.7325925000,83.7763195000,1545.4449500000,426.1784575000,54.7578577500,445.3391125000,46.0068957500,75.9119647500,45.7700000000,43.8408215000,0.5930783150
2.2159448000,0.3494086575,269.9476850000,0.3718280000,5.8035180000,415.0406325000,24.9051830000,33.7600000000,120.2049300000,1587.1953500000,20.0000000000,346.7206550000,343.4285714286,526.1368325000,53.6644090000,0.0623006597,48.6500000000,137.9804700000,446.3433125000,425.8319775000,83.7995442500,1524.8819250000,426.2817500000,54.7368507500,444.3348700000,46.1103992500,75.9330785000,45.7700000000,44.0339007500,0.5913730575
2.2058132500,0.3493331100,270.1080950000,0.3712893450,5.8039200500,415.0377450000,25.0314100000,33.7600000000,120.2524300000,1618.4662500000,20.0000000000,346.5324375000,343.4285714286,527.8802450000,53.2471350000,0.0641916225,48.6500000000,138.3087550000,448.0053175000,425.9810225000,83.8343817500,1494.0373000000,426.4366850000,54.7053402500,442.8284875000,46.2656545000,75.9647485000,45.7700000000,44.3235192500,0.5888151800
2.1990590750,0.3492827400,270.2150400000,0.3709302400,5.8041879750,415.0357900000,25.1155607500,30.4000000000,120.2840975000,1639.3134750000,20.0000000000,346.4069575000,296.7142857143,529.0425200000,52.9689535000,0.0654522635,47.7950000000,138.5276100000,449.1133275000,426.0804025000,83.8576070000,1473.4742250000,426.5399750000,54.6843327500,441.8242350000,46.3691580000,75.9858620000,47.5400000000,44.5165992500,0.5871099350
2.1923048750,0.3492323650,270.3219800000,0.3705711325,5.8044560000,415.0338200000,25.1997120000,30.4000000000,120.3157500000,1660.1607250000,20.0000000000,346.2814775000,296.7142857143,530.2048000000,52.6907675000,0.0667129045,47.7950000000,138.7464625000,450.2213225000,426.1797925000,83.8808330000,1452.9111250000,426.6432650000,54.6633250000,440.8199825000,46.4726627500,76.0069770000,47.5400000000,44.7096785000,0.5854046675
2.2335810000,0.3504961150,273.2356575000,0.3599909975,5.7817976000,414.9856775000,25.3273542500,30.4000000000,120.4385550000,1750.2599500000,27.8153490000,344.4681375000,296.7142857143,548.7144550000,54.8156327500,0.0688439375,47.7950000000,138.1914625000,463.6555275000,426.8915325000,89.4770680000,2739.0360500000,427.0081950000,54.9734835000,478.7823375000,51.9947422250,74.5449195000,47.5400000000,41.0530387500,0.6102676000
2.2480941750,0.3498632225,281.4827450000,0.3599768925,5.7894945250,418.1567725000,25.9178535000,32.3100000000,120.9398975000,1713.4170500000,26.0170955000,352.4576775000,252.1428571429,547.3786250000,55.3481770000,0.0712529660,46.9400000000,137.6342175000,455.8108350000,428.5397025000,95.2987652500,2528.0807250000,428.6954825000,55.2258910000,474.5433750000,51.0592148750,73.2718692500,45.5100000000,46.5108652500,0.5883776650
2.3688769500,0.3552601900,272.0673350000,0.3604436025,5.7082725750,411.5717475000,29.8809910000,32.3100000000,119.6149875000,1653.9839500000,20.0000000000,348.1773000000,252.1428571429,564.0669750000,56.9121705000,0.0662780272,46.9400000000,137.4405275000,438.7729225000,421.9428950000,82.6879730000,4136.3188250000,421.7180300000,44.5686622500,475.2757975000,61.6708272500,74.9577127500,45.5100000000,40.9540070000,0.6173611975
2.2490154750,0.3495191500,274.9511600000,0.3600363500,5.7961038000,415.0886800000,26.4910537500,33.8300000000,120.1558450000,1685.8775750000,27.0183715000,347.7897175000,210.5714285714,539.2734950000,55.3548707500,0.0654144075,47.2150000000,137.3335900000,446.2738550000,426.8602150000,87.1188080000,2713.1843000000,426.8620600000,56.6202210000,470.4961900000,47.2537625000,71.0037440000,44.2800000000,44.6379605000,0.5811458800
2.2620975250,0.3506057675,263.9537600000,0.3599838575,5.7997250250,414.8903500000,27.4680177500,33.8300000000,120.4368850000,1529.0915000000,28.6726620000,348.0489450000,210.5714285714,535.9728250000,56.8246192500,0.0858588485,47.2150000000,137.2415575000,439.3063150000,427.1061150000,83.3098020000,2909.7425250000,427.1383475000,56.3552917500,472.5335900000,44.5681794197,75.2140875000,44.2800000000,40.1486345000,0.5766030700
2.3865494000,0.3500152350,280.4479525000,0.3599988850,5.7997964250,413.6752275000,28.8589942500,33.8300000000,122.4539300000,1603.4365500000,27.1391085000,343.5082050000,210.5714285714,539.9253200000,58.3439165000,0.0817819770,47.2150000000,140.0828425000,440.3191300000,424.4964025000,97.7471200000,2739.4042500000,424.5345900000,55.3205857500,479.9136750000,49.6294513750,78.8776687500,44.2800000000,47.1383057500,0.5772891550
2.2712205250,0.3503016000,277.9510150000,0.3599814450,5.7983961000,414.7245025000,26.7747755000,33.8300000000,121.1073725000,1680.7208250000,29.5268707500,341.8239750000,210.5714285714,540.5643550000,56.3616290000,0.0609550915,47.2150000000,138.0427950000,453.9778900000,426.4234375000,97.4417480000,2761.2349000000,426.3983450000,55.6096447500,475.3002850000,47.4692751500,72.8257805000,44.2800000000,38.2621287500,0.5776878275
